outcome,g,decade,cohort_mean,n_obs,cohort_label
"STEM births per 1,000 est. births",1910,1800,0.7768441589773383,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1810,0.5778443096248649,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1820,0.24742171796994342,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1830,0.600468137774948,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1840,0.40046795341220043,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1850,0.5278233033592074,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1860,0.574287492057815,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1870,0.3539080291883828,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1880,0.2699349929839497,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1890,0.34444658005724044,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1900,0.5146968606118493,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1910,0.7722930615109087,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1920,1.3833854630978195,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1930,0.9854612898165408,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1940,0.9217919703272849,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1950,0.34299056933864996,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1960,0.11755601965112097,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1970,0.05745964054348494,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1980,0.013003422920047266,1,Cohort 1910
"STEM births per 1,000 est. births",1910,1990,0,1,Cohort 1910
"STEM births per 1,000 est. births",1910,2000,0,1,Cohort 1910
"STEM births per 1,000 est. births",1920,1800,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1810,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1820,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1830,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1840,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1850,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1860,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1870,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1880,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1890,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1900,0.02540027699440818,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1910,0.10799384810953472,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1920,0.06438740665690584,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1930,0.04451603598941194,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1940,0.05472786099503167,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1950,0.01680841003917908,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1960,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1970,0.025331798882909085,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1980,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,1990,0,1,Cohort 1920
"STEM births per 1,000 est. births",1920,2000,0,1,Cohort 1920
County population,1860,1800,31323.498046875,1,Cohort 1860
County population,1860,1810,36153.56640625,1,Cohort 1860
County population,1860,1820,40005.859375,1,Cohort 1860
County population,1860,1830,45460.3046875,1,Cohort 1860
County population,1860,1840,49494.5,1,Cohort 1860
County population,1860,1850,63309.37109375,1,Cohort 1860
County population,1860,1860,76834.5390625,1,Cohort 1860
County population,1860,1870,89883.90625,1,Cohort 1860
County population,1860,1880,110455.8359375,1,Cohort 1860
County population,1860,1890,126592.9140625,1,Cohort 1860
County population,1860,1900,148062.296875,1,Cohort 1860
County population,1860,1910,165780.9375,1,Cohort 1860
County population,1860,1920,189839.015625,1,Cohort 1860
County population,1860,1930,218061.359375,1,Cohort 1860
County population,1860,1940,247638.484375,1,Cohort 1860
County population,1860,1950,337313.25,1,Cohort 1860
County population,1860,1960,434101.625,1,Cohort 1860
County population,1860,1970,557296.5625,1,Cohort 1860
County population,1860,1980,609063.25,1,Cohort 1860
County population,1860,1990,703207.4375,1,Cohort 1860
County population,1860,2000,787680.0625,1,Cohort 1860
County population,1870,1800,116.65541076660156,1,Cohort 1870
County population,1870,1810,140.5218048095703,1,Cohort 1870
County population,1870,1820,531.18975830078125,1,Cohort 1870
County population,1870,1830,1262.0579833984375,1,Cohort 1870
County population,1870,1840,3907.732666015625,1,Cohort 1870
County population,1870,1850,7793.18505859375,1,Cohort 1870
County population,1870,1860,15162.578125,1,Cohort 1870
County population,1870,1870,24631.46875,1,Cohort 1870
County population,1870,1880,34467.58203125,1,Cohort 1870
County population,1870,1890,47202.34375,1,Cohort 1870
County population,1870,1900,60555.60546875,1,Cohort 1870
County population,1870,1910,70782.7421875,1,Cohort 1870
County population,1870,1920,80447.9609375,1,Cohort 1870
County population,1870,1930,93984.796875,1,Cohort 1870
County population,1870,1940,106867.78125,1,Cohort 1870
County population,1870,1950,123650.828125,1,Cohort 1870
County population,1870,1960,144000.625,1,Cohort 1870
County population,1870,1970,168539.484375,1,Cohort 1870
County population,1870,1980,190901.296875,1,Cohort 1870
County population,1870,1990,213812.359375,1,Cohort 1870
County population,1870,2000,250194.421875,1,Cohort 1870
County population,1890,1800,2971.62939453125,1,Cohort 1890
County population,1890,1810,5529.33984375,1,Cohort 1890
County population,1890,1820,9147.484375,1,Cohort 1890
County population,1890,1830,14808.2353515625,1,Cohort 1890
County population,1890,1840,21750.20703125,1,Cohort 1890
County population,1890,1850,32186.08203125,1,Cohort 1890
County population,1890,1860,46713.0859375,1,Cohort 1890
County population,1890,1870,61031.49609375,1,Cohort 1890
County population,1890,1880,81258.078125,1,Cohort 1890
County population,1890,1890,109729.5234375,1,Cohort 1890
County population,1890,1900,151254.9375,1,Cohort 1890
County population,1890,1910,214938.421875,1,Cohort 1890
County population,1890,1920,276561.40625,1,Cohort 1890
County population,1890,1930,376421.5,1,Cohort 1890
County population,1890,1940,448962.625,1,Cohort 1890
County population,1890,1950,573798.8125,1,Cohort 1890
County population,1890,1960,691057.625,1,Cohort 1890
County population,1890,1970,830146.0625,1,Cohort 1890
County population,1890,1980,878849.3125,1,Cohort 1890
County population,1890,1990,985354.8125,1,Cohort 1890
County population,1890,2000,1131454.25,1,Cohort 1890
County population,1900,1800,1504.8167114257813,2,Cohort 1900
County population,1900,1810,1757.1572265625,2,Cohort 1900
County population,1900,1820,3786.6637573242188,2,Cohort 1900
County population,1900,1830,10123.548217773438,2,Cohort 1900
County population,1900,1840,31320.76611328125,2,Cohort 1900
County population,1900,1850,59942.33337402344,2,Cohort 1900
County population,1900,1860,129227.64416503906,2,Cohort 1900
County population,1900,1870,210061.7900390625,2,Cohort 1900
County population,1900,1880,282916.583984375,2,Cohort 1900
County population,1900,1890,380723.591796875,2,Cohort 1900
County population,1900,1900,507440.47265625,2,Cohort 1900
County population,1900,1910,632814.6171875,2,Cohort 1900
County population,1900,1920,771201.3984375,2,Cohort 1900
County population,1900,1930,959716.0859375,2,Cohort 1900
County population,1900,1940,1049893.5078125,2,Cohort 1900
County population,1900,1950,1277531.0078125,2,Cohort 1900
County population,1900,1960,1497222.48828125,2,Cohort 1900
County population,1900,1970,1739454.05078125,2,Cohort 1900
County population,1900,1980,1889406.6875,2,Cohort 1900
County population,1900,1990,2000502.0390625,2,Cohort 1900
County population,1900,2000,2290096.5,2,Cohort 1900
County population,1910,1800,9123.6298828125,1,Cohort 1910
County population,1910,1810,16607.724609375,1,Cohort 1910
County population,1910,1820,26844.076171875,1,Cohort 1910
County population,1910,1830,42441.59375,1,Cohort 1910
County population,1910,1840,60891.42578125,1,Cohort 1910
County population,1910,1850,88062.0859375,1,Cohort 1910
County population,1910,1860,124981.0625,1,Cohort 1910
County population,1910,1870,159835.09375,1,Cohort 1910
County population,1910,1880,208279.65625,1,Cohort 1910
County population,1910,1890,275400.40625,1,Cohort 1910
County population,1910,1900,371857.75,1,Cohort 1910
County population,1910,1910,517820.09375,1,Cohort 1910
County population,1910,1920,653342.25,1,Cohort 1910
County population,1910,1930,871956.8125,1,Cohort 1910
County population,1910,1940,1018552.4375,1,Cohort 1910
County population,1910,1950,1277261.75,1,Cohort 1910
County population,1910,1960,1511394.625,1,Cohort 1910
County population,1910,1970,1784193.625,1,Cohort 1910
County population,1910,1980,1856407.375,1,Cohort 1910
County population,1910,1990,2044477.125,1,Cohort 1910
County population,1910,2000,2306907.5,1,Cohort 1910
County population,1920,1800,660.01336669921875,1,Cohort 1920
County population,1920,1810,704.908203125,1,Cohort 1920
County population,1920,1820,752.266845703125,1,Cohort 1920
County population,1920,1830,1718.7899169921875,1,Cohort 1920
County population,1920,1840,5980.8818359375,1,Cohort 1920
County population,1920,1850,13637.6884765625,1,Cohort 1920
County population,1920,1860,30026.5859375,1,Cohort 1920
County population,1920,1870,35468.4140625,1,Cohort 1920
County population,1920,1880,62395.22265625,1,Cohort 1920
County population,1920,1890,92815.9609375,1,Cohort 1920
County population,1920,1900,114168.4140625,1,Cohort 1920
County population,1920,1910,144651.203125,1,Cohort 1920
County population,1920,1920,169805.828125,1,Cohort 1920
County population,1920,1930,189242.15625,1,Cohort 1920
County population,1920,1940,209215.5625,1,Cohort 1920
County population,1920,1950,224686.75,1,Cohort 1920
County population,1920,1960,211135.921875,1,Cohort 1920
County population,1920,1970,238061.921875,1,Cohort 1920
County population,1920,1980,295945.40625,1,Cohort 1920
County population,1920,1990,318286.90625,1,Cohort 1920
County population,1920,2000,376936.59375,1,Cohort 1920
