outcome,g,decade,cohort_mean,n_obs,cohort_label
STEM births (count),0,1800,0.23333333333333334,60,Control (g = 0)
STEM births (count),0,1810,0.3,60,Control (g = 0)
STEM births (count),0,1820,0.26666666666666666,60,Control (g = 0)
STEM births (count),0,1830,0.43333333333333335,60,Control (g = 0)
STEM births (count),0,1840,0.6666666666666666,60,Control (g = 0)
STEM births (count),0,1850,0.8166666666666667,60,Control (g = 0)
STEM births (count),0,1860,0.7,60,Control (g = 0)
STEM births (count),0,1870,0.7,60,Control (g = 0)
STEM births (count),0,1880,1.2166666666666666,60,Control (g = 0)
STEM births (count),0,1890,1.1833333333333333,60,Control (g = 0)
STEM births (count),0,1900,1.8666666666666667,60,Control (g = 0)
STEM births (count),0,1910,2.966666666666667,60,Control (g = 0)
STEM births (count),0,1920,4.15,60,Control (g = 0)
STEM births (count),0,1930,4.333333333333333,60,Control (g = 0)
STEM births (count),0,1940,4.533333333333333,60,Control (g = 0)
STEM births (count),0,1950,3.3833333333333333,60,Control (g = 0)
STEM births (count),0,1960,2.1166666666666667,60,Control (g = 0)
STEM births (count),0,1970,0.9166666666666666,60,Control (g = 0)
STEM births (count),0,1980,0.3,60,Control (g = 0)
STEM births (count),0,1990,0.05,60,Control (g = 0)
STEM births (count),0,2000,0,60,Control (g = 0)
STEM births (count),1850,1800,0,4,Cohort 1850
STEM births (count),1850,1810,0,4,Cohort 1850
STEM births (count),1850,1820,0,4,Cohort 1850
STEM births (count),1850,1830,0,4,Cohort 1850
STEM births (count),1850,1840,0.25,4,Cohort 1850
STEM births (count),1850,1850,1,4,Cohort 1850
STEM births (count),1850,1860,1,4,Cohort 1850
STEM births (count),1850,1870,3.5,4,Cohort 1850
STEM births (count),1850,1880,2.5,4,Cohort 1850
STEM births (count),1850,1890,1.75,4,Cohort 1850
STEM births (count),1850,1900,3.75,4,Cohort 1850
STEM births (count),1850,1910,4,4,Cohort 1850
STEM births (count),1850,1920,7.5,4,Cohort 1850
STEM births (count),1850,1930,6,4,Cohort 1850
STEM births (count),1850,1940,7.75,4,Cohort 1850
STEM births (count),1850,1950,4.25,4,Cohort 1850
STEM births (count),1850,1960,1.5,4,Cohort 1850
STEM births (count),1850,1970,1.25,4,Cohort 1850
STEM births (count),1850,1980,0.5,4,Cohort 1850
STEM births (count),1850,1990,0.25,4,Cohort 1850
STEM births (count),1850,2000,0,4,Cohort 1850
STEM births (count),1860,1800,0,1,Cohort 1860
STEM births (count),1860,1810,0,1,Cohort 1860
STEM births (count),1860,1820,0,1,Cohort 1860
STEM births (count),1860,1830,0,1,Cohort 1860
STEM births (count),1860,1840,0,1,Cohort 1860
STEM births (count),1860,1850,0,1,Cohort 1860
STEM births (count),1860,1860,0,1,Cohort 1860
STEM births (count),1860,1870,0,1,Cohort 1860
STEM births (count),1860,1880,1,1,Cohort 1860
STEM births (count),1860,1890,0,1,Cohort 1860
STEM births (count),1860,1900,0,1,Cohort 1860
STEM births (count),1860,1910,0,1,Cohort 1860
STEM births (count),1860,1920,0,1,Cohort 1860
STEM births (count),1860,1930,0,1,Cohort 1860
STEM births (count),1860,1940,1,1,Cohort 1860
STEM births (count),1860,1950,0,1,Cohort 1860
STEM births (count),1860,1960,0,1,Cohort 1860
STEM births (count),1860,1970,0,1,Cohort 1860
STEM births (count),1860,1980,0,1,Cohort 1860
STEM births (count),1860,1990,0,1,Cohort 1860
STEM births (count),1860,2000,0,1,Cohort 1860
STEM births (count),1870,1800,0,1,Cohort 1870
STEM births (count),1870,1810,0,1,Cohort 1870
STEM births (count),1870,1820,0,1,Cohort 1870
STEM births (count),1870,1830,0,1,Cohort 1870
STEM births (count),1870,1840,1,1,Cohort 1870
STEM births (count),1870,1850,1,1,Cohort 1870
STEM births (count),1870,1860,1,1,Cohort 1870
STEM births (count),1870,1870,1,1,Cohort 1870
STEM births (count),1870,1880,3,1,Cohort 1870
STEM births (count),1870,1890,3,1,Cohort 1870
STEM births (count),1870,1900,14,1,Cohort 1870
STEM births (count),1870,1910,14,1,Cohort 1870
STEM births (count),1870,1920,13,1,Cohort 1870
STEM births (count),1870,1930,14,1,Cohort 1870
STEM births (count),1870,1940,24,1,Cohort 1870
STEM births (count),1870,1950,12,1,Cohort 1870
STEM births (count),1870,1960,5,1,Cohort 1870
STEM births (count),1870,1970,2,1,Cohort 1870
STEM births (count),1870,1980,0,1,Cohort 1870
STEM births (count),1870,1990,0,1,Cohort 1870
STEM births (count),1870,2000,0,1,Cohort 1870
STEM births (count),1890,1800,0,1,Cohort 1890
STEM births (count),1890,1810,0,1,Cohort 1890
STEM births (count),1890,1820,0,1,Cohort 1890
STEM births (count),1890,1830,1,1,Cohort 1890
STEM births (count),1890,1840,0,1,Cohort 1890
STEM births (count),1890,1850,0,1,Cohort 1890
STEM births (count),1890,1860,1,1,Cohort 1890
STEM births (count),1890,1870,1,1,Cohort 1890
STEM births (count),1890,1880,0,1,Cohort 1890
STEM births (count),1890,1890,2,1,Cohort 1890
STEM births (count),1890,1900,2,1,Cohort 1890
STEM births (count),1890,1910,12,1,Cohort 1890
STEM births (count),1890,1920,11,1,Cohort 1890
STEM births (count),1890,1930,2,1,Cohort 1890
STEM births (count),1890,1940,6,1,Cohort 1890
STEM births (count),1890,1950,5,1,Cohort 1890
STEM births (count),1890,1960,1,1,Cohort 1890
STEM births (count),1890,1970,1,1,Cohort 1890
STEM births (count),1890,1980,2,1,Cohort 1890
STEM births (count),1890,1990,0,1,Cohort 1890
STEM births (count),1890,2000,0,1,Cohort 1890
STEM births (count),1900,1800,0,2,Cohort 1900
STEM births (count),1900,1810,0,2,Cohort 1900
STEM births (count),1900,1820,0,2,Cohort 1900
STEM births (count),1900,1830,1,2,Cohort 1900
STEM births (count),1900,1840,0.5,2,Cohort 1900
STEM births (count),1900,1850,1,2,Cohort 1900
STEM births (count),1900,1860,3.5,2,Cohort 1900
STEM births (count),1900,1870,4.5,2,Cohort 1900
STEM births (count),1900,1880,4,2,Cohort 1900
STEM births (count),1900,1890,12,2,Cohort 1900
STEM births (count),1900,1900,14.5,2,Cohort 1900
STEM births (count),1900,1910,24.5,2,Cohort 1900
STEM births (count),1900,1920,30,2,Cohort 1900
STEM births (count),1900,1930,38,2,Cohort 1900
STEM births (count),1900,1940,34,2,Cohort 1900
STEM births (count),1900,1950,26,2,Cohort 1900
STEM births (count),1900,1960,7.5,2,Cohort 1900
STEM births (count),1900,1970,3,2,Cohort 1900
STEM births (count),1900,1980,0.5,2,Cohort 1900
STEM births (count),1900,1990,0.5,2,Cohort 1900
STEM births (count),1900,2000,0,2,Cohort 1900
STEM births (count),1910,1800,4,1,Cohort 1910
STEM births (count),1910,1810,5,1,Cohort 1910
STEM births (count),1910,1820,4,1,Cohort 1910
STEM births (count),1910,1830,15,1,Cohort 1910
STEM births (count),1910,1840,14,1,Cohort 1910
STEM births (count),1910,1850,25,1,Cohort 1910
STEM births (count),1910,1860,35,1,Cohort 1910
STEM births (count),1910,1870,27,1,Cohort 1910
STEM births (count),1910,1880,24,1,Cohort 1910
STEM births (count),1910,1890,36,1,Cohort 1910
STEM births (count),1910,1900,66,1,Cohort 1910
STEM births (count),1910,1910,128,1,Cohort 1910
STEM births (count),1910,1920,248,1,Cohort 1910
STEM births (count),1910,1930,204,1,Cohort 1910
STEM births (count),1910,1940,246,1,Cohort 1910
STEM births (count),1910,1950,116,1,Cohort 1910
STEM births (count),1910,1960,40,1,Cohort 1910
STEM births (count),1910,1970,17,1,Cohort 1910
STEM births (count),1910,1980,4,1,Cohort 1910
STEM births (count),1910,1990,0,1,Cohort 1910
STEM births (count),1910,2000,0,1,Cohort 1910
Any STEM birth (pp),0,1800,16.666666666666668,60,Control (g = 0)
Any STEM birth (pp),0,1810,21.666666666666668,60,Control (g = 0)
Any STEM birth (pp),0,1820,16.666666666666668,60,Control (g = 0)
Any STEM birth (pp),0,1830,26.666666666666668,60,Control (g = 0)
Any STEM birth (pp),0,1840,26.666666666666668,60,Control (g = 0)
Any STEM birth (pp),0,1850,38.333333333333336,60,Control (g = 0)
Any STEM birth (pp),0,1860,33.333333333333336,60,Control (g = 0)
Any STEM birth (pp),0,1870,38.333333333333336,60,Control (g = 0)
Any STEM birth (pp),0,1880,50,60,Control (g = 0)
Any STEM birth (pp),0,1890,56.666666666666664,60,Control (g = 0)
Any STEM birth (pp),0,1900,58.333333333333336,60,Control (g = 0)
Any STEM birth (pp),0,1910,68.33333333333333,60,Control (g = 0)
Any STEM birth (pp),0,1920,68.33333333333333,60,Control (g = 0)
Any STEM birth (pp),0,1930,56.666666666666664,60,Control (g = 0)
Any STEM birth (pp),0,1940,75,60,Control (g = 0)
Any STEM birth (pp),0,1950,68.33333333333333,60,Control (g = 0)
Any STEM birth (pp),0,1960,55,60,Control (g = 0)
Any STEM birth (pp),0,1970,48.333333333333336,60,Control (g = 0)
Any STEM birth (pp),0,1980,16.666666666666668,60,Control (g = 0)
Any STEM birth (pp),0,1990,5,60,Control (g = 0)
Any STEM birth (pp),0,2000,0,60,Control (g = 0)
Any STEM birth (pp),1850,1800,0,4,Cohort 1850
Any STEM birth (pp),1850,1810,0,4,Cohort 1850
Any STEM birth (pp),1850,1820,0,4,Cohort 1850
Any STEM birth (pp),1850,1830,0,4,Cohort 1850
Any STEM birth (pp),1850,1840,25,4,Cohort 1850
Any STEM birth (pp),1850,1850,25,4,Cohort 1850
Any STEM birth (pp),1850,1860,50,4,Cohort 1850
Any STEM birth (pp),1850,1870,75,4,Cohort 1850
Any STEM birth (pp),1850,1880,100,4,Cohort 1850
Any STEM birth (pp),1850,1890,75,4,Cohort 1850
Any STEM birth (pp),1850,1900,75,4,Cohort 1850
Any STEM birth (pp),1850,1910,75,4,Cohort 1850
Any STEM birth (pp),1850,1920,100,4,Cohort 1850
Any STEM birth (pp),1850,1930,100,4,Cohort 1850
Any STEM birth (pp),1850,1940,100,4,Cohort 1850
Any STEM birth (pp),1850,1950,100,4,Cohort 1850
Any STEM birth (pp),1850,1960,50,4,Cohort 1850
Any STEM birth (pp),1850,1970,50,4,Cohort 1850
Any STEM birth (pp),1850,1980,50,4,Cohort 1850
Any STEM birth (pp),1850,1990,25,4,Cohort 1850
Any STEM birth (pp),1850,2000,0,4,Cohort 1850
Any STEM birth (pp),1860,1800,0,1,Cohort 1860
Any STEM birth (pp),1860,1810,0,1,Cohort 1860
Any STEM birth (pp),1860,1820,0,1,Cohort 1860
Any STEM birth (pp),1860,1830,0,1,Cohort 1860
Any STEM birth (pp),1860,1840,0,1,Cohort 1860
Any STEM birth (pp),1860,1850,0,1,Cohort 1860
Any STEM birth (pp),1860,1860,0,1,Cohort 1860
Any STEM birth (pp),1860,1870,0,1,Cohort 1860
Any STEM birth (pp),1860,1880,100,1,Cohort 1860
Any STEM birth (pp),1860,1890,0,1,Cohort 1860
Any STEM birth (pp),1860,1900,0,1,Cohort 1860
Any STEM birth (pp),1860,1910,0,1,Cohort 1860
Any STEM birth (pp),1860,1920,0,1,Cohort 1860
Any STEM birth (pp),1860,1930,0,1,Cohort 1860
Any STEM birth (pp),1860,1940,100,1,Cohort 1860
Any STEM birth (pp),1860,1950,0,1,Cohort 1860
Any STEM birth (pp),1860,1960,0,1,Cohort 1860
Any STEM birth (pp),1860,1970,0,1,Cohort 1860
Any STEM birth (pp),1860,1980,0,1,Cohort 1860
Any STEM birth (pp),1860,1990,0,1,Cohort 1860
Any STEM birth (pp),1860,2000,0,1,Cohort 1860
Any STEM birth (pp),1870,1800,0,1,Cohort 1870
Any STEM birth (pp),1870,1810,0,1,Cohort 1870
Any STEM birth (pp),1870,1820,0,1,Cohort 1870
Any STEM birth (pp),1870,1830,0,1,Cohort 1870
Any STEM birth (pp),1870,1840,100,1,Cohort 1870
Any STEM birth (pp),1870,1850,100,1,Cohort 1870
Any STEM birth (pp),1870,1860,100,1,Cohort 1870
Any STEM birth (pp),1870,1870,100,1,Cohort 1870
Any STEM birth (pp),1870,1880,100,1,Cohort 1870
Any STEM birth (pp),1870,1890,100,1,Cohort 1870
Any STEM birth (pp),1870,1900,100,1,Cohort 1870
Any STEM birth (pp),1870,1910,100,1,Cohort 1870
Any STEM birth (pp),1870,1920,100,1,Cohort 1870
Any STEM birth (pp),1870,1930,100,1,Cohort 1870
Any STEM birth (pp),1870,1940,100,1,Cohort 1870
Any STEM birth (pp),1870,1950,100,1,Cohort 1870
Any STEM birth (pp),1870,1960,100,1,Cohort 1870
Any STEM birth (pp),1870,1970,100,1,Cohort 1870
Any STEM birth (pp),1870,1980,0,1,Cohort 1870
Any STEM birth (pp),1870,1990,0,1,Cohort 1870
Any STEM birth (pp),1870,2000,0,1,Cohort 1870
Any STEM birth (pp),1890,1800,0,1,Cohort 1890
Any STEM birth (pp),1890,1810,0,1,Cohort 1890
Any STEM birth (pp),1890,1820,0,1,Cohort 1890
Any STEM birth (pp),1890,1830,100,1,Cohort 1890
Any STEM birth (pp),1890,1840,0,1,Cohort 1890
Any STEM birth (pp),1890,1850,0,1,Cohort 1890
Any STEM birth (pp),1890,1860,100,1,Cohort 1890
Any STEM birth (pp),1890,1870,100,1,Cohort 1890
Any STEM birth (pp),1890,1880,0,1,Cohort 1890
Any STEM birth (pp),1890,1890,100,1,Cohort 1890
Any STEM birth (pp),1890,1900,100,1,Cohort 1890
Any STEM birth (pp),1890,1910,100,1,Cohort 1890
Any STEM birth (pp),1890,1920,100,1,Cohort 1890
Any STEM birth (pp),1890,1930,100,1,Cohort 1890
Any STEM birth (pp),1890,1940,100,1,Cohort 1890
Any STEM birth (pp),1890,1950,100,1,Cohort 1890
Any STEM birth (pp),1890,1960,100,1,Cohort 1890
Any STEM birth (pp),1890,1970,100,1,Cohort 1890
Any STEM birth (pp),1890,1980,100,1,Cohort 1890
Any STEM birth (pp),1890,1990,0,1,Cohort 1890
Any STEM birth (pp),1890,2000,0,1,Cohort 1890
Any STEM birth (pp),1900,1800,0,2,Cohort 1900
Any STEM birth (pp),1900,1810,0,2,Cohort 1900
Any STEM birth (pp),1900,1820,0,2,Cohort 1900
Any STEM birth (pp),1900,1830,50,2,Cohort 1900
Any STEM birth (pp),1900,1840,50,2,Cohort 1900
Any STEM birth (pp),1900,1850,50,2,Cohort 1900
Any STEM birth (pp),1900,1860,50,2,Cohort 1900
Any STEM birth (pp),1900,1870,50,2,Cohort 1900
Any STEM birth (pp),1900,1880,50,2,Cohort 1900
Any STEM birth (pp),1900,1890,50,2,Cohort 1900
Any STEM birth (pp),1900,1900,50,2,Cohort 1900
Any STEM birth (pp),1900,1910,100,2,Cohort 1900
Any STEM birth (pp),1900,1920,50,2,Cohort 1900
Any STEM birth (pp),1900,1930,100,2,Cohort 1900
Any STEM birth (pp),1900,1940,100,2,Cohort 1900
Any STEM birth (pp),1900,1950,50,2,Cohort 1900
Any STEM birth (pp),1900,1960,50,2,Cohort 1900
Any STEM birth (pp),1900,1970,50,2,Cohort 1900
Any STEM birth (pp),1900,1980,50,2,Cohort 1900
Any STEM birth (pp),1900,1990,50,2,Cohort 1900
Any STEM birth (pp),1900,2000,0,2,Cohort 1900
Any STEM birth (pp),1910,1800,100,1,Cohort 1910
Any STEM birth (pp),1910,1810,100,1,Cohort 1910
Any STEM birth (pp),1910,1820,100,1,Cohort 1910
Any STEM birth (pp),1910,1830,100,1,Cohort 1910
Any STEM birth (pp),1910,1840,100,1,Cohort 1910
Any STEM birth (pp),1910,1850,100,1,Cohort 1910
Any STEM birth (pp),1910,1860,100,1,Cohort 1910
Any STEM birth (pp),1910,1870,100,1,Cohort 1910
Any STEM birth (pp),1910,1880,100,1,Cohort 1910
Any STEM birth (pp),1910,1890,100,1,Cohort 1910
Any STEM birth (pp),1910,1900,100,1,Cohort 1910
Any STEM birth (pp),1910,1910,100,1,Cohort 1910
Any STEM birth (pp),1910,1920,100,1,Cohort 1910
Any STEM birth (pp),1910,1930,100,1,Cohort 1910
Any STEM birth (pp),1910,1940,100,1,Cohort 1910
Any STEM birth (pp),1910,1950,100,1,Cohort 1910
Any STEM birth (pp),1910,1960,100,1,Cohort 1910
Any STEM birth (pp),1910,1970,100,1,Cohort 1910
Any STEM birth (pp),1910,1980,100,1,Cohort 1910
Any STEM birth (pp),1910,1990,0,1,Cohort 1910
Any STEM birth (pp),1910,2000,0,1,Cohort 1910
"STEM births per 1,000 population",0,1800,0.03852723849852443,60,Control (g = 0)
"STEM births per 1,000 population",0,1810,0.013213032540231512,60,Control (g = 0)
"STEM births per 1,000 population",0,1820,0.04827720197966528,60,Control (g = 0)
"STEM births per 1,000 population",0,1830,0.022358683283831143,60,Control (g = 0)
"STEM births per 1,000 population",0,1840,0.020707763445466234,60,Control (g = 0)
"STEM births per 1,000 population",0,1850,0.02546135150458369,60,Control (g = 0)
"STEM births per 1,000 population",0,1860,0.00961173548210108,60,Control (g = 0)
"STEM births per 1,000 population",0,1870,0.013008725347020158,60,Control (g = 0)
"STEM births per 1,000 population",0,1880,0.015536335256110092,60,Control (g = 0)
"STEM births per 1,000 population",0,1890,0.01590879546647366,60,Control (g = 0)
"STEM births per 1,000 population",0,1900,0.013634277467531413,60,Control (g = 0)
"STEM births per 1,000 population",0,1910,0.021492158660667296,60,Control (g = 0)
"STEM births per 1,000 population",0,1920,0.016849122589649903,60,Control (g = 0)
"STEM births per 1,000 population",0,1930,0.014379585218684968,60,Control (g = 0)
"STEM births per 1,000 population",0,1940,0.013951854738536279,60,Control (g = 0)
"STEM births per 1,000 population",0,1950,0.009439293741253673,60,Control (g = 0)
"STEM births per 1,000 population",0,1960,0.0036430179606733565,60,Control (g = 0)
"STEM births per 1,000 population",0,1970,0.00310432841152446,60,Control (g = 0)
"STEM births per 1,000 population",0,1980,2.621066629923886e-4,60,Control (g = 0)
"STEM births per 1,000 population",0,1990,8.466815933741807e-5,60,Control (g = 0)
"STEM births per 1,000 population",0,2000,0,60,Control (g = 0)
"STEM births per 1,000 population",1850,1800,0,4,Cohort 1850
"STEM births per 1,000 population",1850,1810,0,4,Cohort 1850
"STEM births per 1,000 population",1850,1820,0,4,Cohort 1850
