outcome,g,decade,cohort_mean,n_obs,cohort_label
"STEM births per 1,000 est. births",1930,1920,0.07994120020882897,1,Cohort 1930
"STEM births per 1,000 est. births",1930,1930,0.03669343717683646,1,Cohort 1930
"STEM births per 1,000 est. births",1930,1940,0.03291629308751074,1,Cohort 1930
"STEM births per 1,000 est. births",1930,1950,0.012502175433104501,1,Cohort 1930
"STEM births per 1,000 est. births",1930,1960,0.003123245793895205,1,Cohort 1930
"STEM births per 1,000 est. births",1930,1970,0.004117833556461903,1,Cohort 1930
"STEM births per 1,000 est. births",1930,1980,0,1,Cohort 1930
"STEM births per 1,000 est. births",1930,1990,0,1,Cohort 1930
"STEM births per 1,000 est. births",1930,2000,0,1,Cohort 1930
County population,0,1800,10622.01637201945,75,Control (g = 0)
County population,0,1810,13080.090627950032,75,Control (g = 0)
County population,0,1820,16122.534008839924,75,Control (g = 0)
County population,0,1830,20497.560564778647,75,Control (g = 0)
County population,0,1840,26423.409269002277,75,Control (g = 0)
County population,0,1850,34952.69534708659,75,Control (g = 0)
County population,0,1860,46501.26837076823,75,Control (g = 0)
County population,0,1870,63078.47430826823,75,Control (g = 0)
County population,0,1880,81580.99593098958,75,Control (g = 0)
County population,0,1890,118734.02411458333,75,Control (g = 0)
County population,0,1900,156549.71552083333,75,Control (g = 0)
County population,0,1910,206235.37395833334,75,Control (g = 0)
County population,0,1920,267314.0715625,75,Control (g = 0)
County population,0,1930,352978.28791666665,75,Control (g = 0)
County population,0,1940,381561.3825,75,Control (g = 0)
County population,0,1950,467088.80520833336,75,Control (g = 0)
County population,0,1960,583954,75,Control (g = 0)
County population,0,1970,667016.44,75,Control (g = 0)
County population,0,1980,697912.3333333334,75,Control (g = 0)
County population,0,1990,755353.0133333333,75,Control (g = 0)
County population,0,2000,829799.52,75,Control (g = 0)
County population,1850,1800,93.11861419677734,1,Cohort 1850
County population,1850,1810,107.43318939208984,1,Cohort 1850
County population,1850,1820,123.05207824707033,1,Cohort 1850
County population,1850,1830,140.0369873046875,1,Cohort 1850
County population,1850,1840,158.47518920898438,1,Cohort 1850
County population,1850,1850,34776,1,Cohort 1850
County population,1850,1860,56802,1,Cohort 1850
County population,1850,1870,149473,1,Cohort 1850
County population,1850,1880,233959,1,Cohort 1850
County population,1850,1890,298997,1,Cohort 1850
County population,1850,1900,342782,1,Cohort 1850
County population,1850,1910,416912,1,Cohort 1850
County population,1850,1920,506676,1,Cohort 1850
County population,1850,1930,634394,1,Cohort 1850
County population,1850,1940,634536,1,Cohort 1850
County population,1850,1950,775357,1,Cohort 1850
County population,1850,1960,740316,1,Cohort 1850
County population,1850,1970,715674,1,Cohort 1850
County population,1850,1980,678974,1,Cohort 1850
County population,1850,1990,723959,1,Cohort 1850
County population,1850,2000,776733,1,Cohort 1850
County population,1860,1800,35694,3,Cohort 1860
County population,1860,1810,52632,3,Cohort 1860
County population,1860,1820,66915,3,Cohort 1860
County population,1860,1830,97807.66666666667,3,Cohort 1860
County population,1860,1840,142740.66666666666,3,Cohort 1860
County population,1860,1850,259293.33333333334,3,Cohort 1860
County population,1860,1860,314294.6666666667,3,Cohort 1860
County population,1860,1870,468244.3333333333,3,Cohort 1860
County population,1860,1880,489086.3333333333,3,Cohort 1860
County population,1860,1890,606200.6666666666,3,Cohort 1860
County population,1860,1900,806691,3,Cohort 1860
County population,1860,1910,1071980,3,Cohort 1860
County population,1860,1920,932163.6666666666,3,Cohort 1860
County population,1860,1930,826248.6666666666,3,Cohort 1860
County population,1860,1940,902946.6666666666,3,Cohort 1860
County population,1860,1950,1010850.6666666666,3,Cohort 1860
County population,1860,1960,984888.3333333334,3,Cohort 1860
County population,1860,1970,972273.3333333334,3,Cohort 1860
County population,1860,1980,907411,3,Cohort 1860
County population,1860,1990,928856.6666666666,3,Cohort 1860
County population,1860,2000,954515.3333333334,3,Cohort 1860
County population,1890,1800,14692,1,Cohort 1890
County population,1890,1810,15258,1,Cohort 1890
County population,1890,1820,31764,1,Cohort 1890
County population,1890,1830,52317,1,Cohort 1890
County population,1890,1840,80145,1,Cohort 1890
County population,1890,1850,156844,1,Cohort 1890
County population,1890,1860,216410,1,Cohort 1890
County population,1890,1870,260370,1,Cohort 1890
County population,1890,1880,313374,1,Cohort 1890
County population,1890,1890,374573,1,Cohort 1890
County population,1890,1900,409479,1,Cohort 1890
County population,1890,1910,460732,1,Cohort 1890
County population,1890,1920,493678,1,Cohort 1890
County population,1890,1930,589356,1,Cohort 1890
County population,1890,1940,621987,1,Cohort 1890
County population,1890,1950,723952,1,Cohort 1890
County population,1890,1960,864121,1,Cohort 1890
County population,1890,1970,924018,1,Cohort 1890
County population,1890,1980,873224,1,Cohort 1890
County population,1890,1990,866228,1,Cohort 1890
County population,1890,2000,845303,1,Cohort 1890
County population,1910,1800,5740,1,Cohort 1910
County population,1910,1810,8303,1,Cohort 1910
County population,1910,1820,11187,1,Cohort 1910
County population,1910,1830,20535,1,Cohort 1910
County population,1910,1840,47613,1,Cohort 1910
County population,1910,1850,138882,1,Cohort 1910
County population,1910,1860,279122,1,Cohort 1910
County population,1910,1870,419921,1,Cohort 1910
County population,1910,1880,599495,1,Cohort 1910
County population,1910,1890,838547,1,Cohort 1910
County population,1910,1900,1166582,1,Cohort 1910
County population,1910,1910,1634351,1,Cohort 1910
County population,1910,1920,2018356,1,Cohort 1910
County population,1910,1930,2560401,1,Cohort 1910
County population,1910,1940,2698285,1,Cohort 1910
County population,1910,1950,2738175,1,Cohort 1910
County population,1910,1960,2627319,1,Cohort 1910
County population,1910,1970,2602012,1,Cohort 1910
County population,1910,1980,2230936,1,Cohort 1910
County population,1910,1990,2300664,1,Cohort 1910
County population,1910,2000,2465326,1,Cohort 1910
County population,1930,1800,5340.47607421875,1,Cohort 1930
County population,1930,1810,9662.4619140625,1,Cohort 1930
County population,1930,1820,15584.6884765625,1,Cohort 1930
County population,1930,1830,24626.8828125,1,Cohort 1930
County population,1930,1840,35354.10546875,1,Cohort 1930
County population,1930,1850,51188.05078125,1,Cohort 1930
County population,1930,1860,72730.6015625,1,Cohort 1930
County population,1930,1870,93108.65625,1,Cohort 1930
County population,1930,1880,121386.1953125,1,Cohort 1930
County population,1930,1890,160538.8125,1,Cohort 1930
County population,1930,1900,216755.65625,1,Cohort 1930
County population,1930,1910,301743.8125,1,Cohort 1930
County population,1930,1920,732016,1,Cohort 1930
County population,1930,1930,1265258,1,Cohort 1930
County population,1930,1940,1394711,1,Cohort 1930
County population,1930,1950,1451277,1,Cohort 1930
County population,1930,1960,1424815,1,Cohort 1930
County population,1930,1970,1471701,1,Cohort 1930
County population,1930,1980,1168972,1,Cohort 1930
County population,1930,1990,1203789,1,Cohort 1930
County population,1930,2000,1332650,1,Cohort 1930
